0.157077	0.698454	0.698204	0.463468
0.218955	0.664756	-0.714254	0.456978
-0.963009	0.265068	-0.0485121	0.139091
0	0	0	1
-0.040133	0.959924	0.277372	0.561856
0.0056185	0.277808	-0.96062	0.376289
-0.999179	-0.0369941	-0.0165426	0.139953
0	0	0	1
0.0757203	0.980807	0.179676	0.525718
-0.126413	0.188182	-0.973965	0.50002
-0.989083	0.0510355	0.138236	0.0919718
0	0	0	1
-0.046416	0.998919	0.00243815	0.626459
-0.115675	-0.00295061	-0.993283	0.271241
-0.992202	-0.0463863	0.115687	0.140227
0	0	0	1
0.0999995	0.947681	0.303152	0.639961
-0.0566817	0.309611	-0.949172	0.417683
-0.993372	0.0777335	0.0846771	0.120488
0	0	0	1
-0.490588	0.871088	0.0229907	0.640417
-0.0522215	-0.00305373	-0.998631	0.366896
-0.869825	-0.491117	0.0469877	0.160406
0	0	0	1
0.00846396	0.940681	0.339186	0.524199
-0.11952	0.337718	-0.933628	0.555699
-0.992796	-0.0326373	0.115289	0.0912953
0	0	0	1
-0.376412	0.872675	0.31105	0.572401
-0.0638582	0.310505	-0.948424	0.48741
-0.924249	-0.376862	-0.0611505	0.157988
0	0	0	1
0.0385067	0.87107	0.489647	0.488269
0.0692716	0.486504	-0.870928	0.587832
-0.996854	0.0674552	-0.0416067	0.0940906
0	0	0	1
0.265843	0.911551	0.313693	0.565908
0.0466706	0.312851	-0.948655	0.376451
-0.962886	0.266833	0.0406265	0.159451
0	0	0	1
0.214002	0.906334	0.364366	0.664674
-0.0118088	0.375381	-0.926796	0.403113
-0.976762	0.194033	0.0910347	0.156615
0	0	0	1
0.0572286	0.908625	0.413674	0.53528
0.118149	0.405277	-0.906527	0.444937
-0.991345	0.100754	-0.0841595	0.159707
0	0	0	1
0.140861	0.908567	0.393274	0.54636
0.106778	0.380975	-0.918399	0.49188
-0.984254	0.17136	-0.0433508	0.115532
0	0	0	1
0.507026	0.822189	0.258709	0.602619
0.0837813	0.251718	-0.964167	0.288429
-0.857849	0.510533	0.0587437	0.174145
0	0	0	1
0.218076	0.940291	0.261336	0.624707
0.0637169	0.253492	-0.965237	0.400716
-0.97385	0.227147	-0.0046319	0.167834
0	0	0	1
0.0714539	0.828338	0.555653	0.565961
0.0270899	0.555259	-0.831236	0.569231
-0.997076	0.0744477	0.0172358	0.104889
0	0	0	1
0.477993	0.699393	0.531387	0.64864
0.246593	0.473794	-0.845406	0.444521
-0.843039	0.535134	0.0540043	0.170983
0	0	0	1
0.29497	0.742942	0.600858	0.633229
0.123472	0.593928	-0.794987	0.502768
-0.947495	0.308686	0.0834587	0.143066
0	0	0	1
0.531312	0.760695	0.372895	0.633064
0.0697707	0.399376	-0.914128	0.271275
-0.844298	0.511705	0.159119	0.178008
0	0	0	1
0.164377	0.983073	0.0809145	0.647929
0.26936	0.0341768	-0.962433	0.223022
-0.948908	0.179997	-0.259183	0.192451
0	0	0	1
0.409305	0.707239	0.57644	0.637392
0.436865	0.402745	-0.804329	0.443265
-0.801011	0.581042	-0.144122	0.189947
0	0	0	1
0.376625	0.890072	0.256758	0.6873
0.00805254	0.274011	-0.961693	0.370657
-0.926331	0.364265	0.0960321	0.159973
0	0	0	1
0.234043	0.92899	0.286707	0.598468
0.0413143	0.285128	-0.957599	0.254632
-0.971348	0.235964	0.0283514	0.174998
0	0	0	1
0.685033	0.552891	0.474385	0.578276
0.276894	0.404699	-0.871521	0.538587
-0.67384	0.728374	0.12414	0.151851
0	0	0	1
-0.634114	0.760489	0.139842	0.574114
-0.0173427	0.166819	-0.985835	0.397583
-0.773045	-0.627557	-0.0925932	0.177795
0	0	0	1
0.543707	0.718122	0.434377	0.522274
0.213221	0.382391	-0.899063	0.587407
-0.811739	0.581445	0.0547902	0.150727
0	0	0	1
-0.571437	0.797191	0.194799	0.543652
-0.00390608	0.234728	-0.972053	0.494736
-0.820637	-0.556228	-0.131018	0.160326
0	0	0	1
